AQI,High AQI,PM 1 ,High PM 1 ,PM 2.5,High PM 2.5 ,PM 10 ,High PM 10 
60,68,24,28,36,41,45,57
54,65,22,25,33,39,39,50
58,68,24,27,35,41,43,53
60,71,24,28,36,43,45,56
63,73,25,29,38,44,47,57
66,75,26,30,40,45,50,59
63,73,25,29,38,44,47,57
65,75,26,29,40,45,49,60
64,73,25,28,39,44,49,57
67,76,26,31,40,46,50,63
68,80,27,31,41,48,52,62
68,80,27,31,41,48,51,62
64,75,25,29,39,45,49,59
61,71,24,28,37,43,46,60
58,71,23,28,35,43,43,56
58,71,23,28,35,43,44,56
56,66,22,26,34,40,42,54
58,73,23,28,35,44,43,55
58,71,23,28,35,43,43,58
55,70,22,27,33,42,40,53
55,68,22,26,33,41,40,52
57,70,23,27,35,42,42,55
60,70,24,27,36,42,45,54
57,66,22,26,35,40,43,52
58,70,23,27,35,42,43,54
61,71,24,28,37,43,46,62
62,73,24,29,37,44,46,58
65,75,25,30,39,45,49,61
62,73,24,28,38,44,47,57
65,76,25,28,39,46,49,60
59,68,23,26,36,41,44,53
61,75,24,28,37,45,47,61
58,71,22,26,35,43,43,55
71,86,28,33,43,52,55,71
84,98,33,39,50,59,65,78
81,97,32,37,49,58,64,75
79,98,31,37,48,59,61,73
77,86,30,35,46,52,59,70
73,85,28,33,44,51,56,69
74,86,29,34,45,52,57,69
99,159,39,51,60,78,73,88
90,121,35,43,54,67,69,78
95,121,36,42,57,67,72,86
90,108,34,41,54,63,69,80
71,86,28,34,43,52,55,68
62,73,24,28,38,44,47,58
59,66,23,27,36,40,45,54
55,66,22,27,34,40,41,50
53,65,21,24,32,39,39,48
52,59,20,23,31,36,37,48
55,65,21,25,33,39,40,50
57,70,22,25,34,42,43,54
63,93,25,38,38,56,48,69
63,90,25,37,38,54,47,69
65,125,26,50,39,68,49,78
67,97,27,43,40,58,50,69
58,83,24,34,35,50,43,63
58,78,24,32,35,47,42,58
55,65,23,27,34,39,40,52
55,68,23,29,33,41,40,51
57,73,24,30,34,44,42,53
54,66,22,27,33,40,39,52
54,63,22,26,33,38,39,48
53,61,22,26,32,37,39,50
54,63,22,25,33,38,40,50
53,61,22,24,32,37,39,47
54,61,22,25,33,37,40,46
55,65,22,25,33,39,40,49
56,66,22,26,34,40,41,49
56,63,22,26,34,38,41,50
56,65,22,25,34,39,41,49
56,63,23,26,34,38,42,50
56,65,23,26,34,39,41,50
57,65,23,26,35,39,42,52
54,61,22,25,33,37,39,48
50,59,20,23,30,36,35,46
49,61,20,23,29,37,34,45
49,56,20,23,30,34,34,42
50,61,20,24,31,37,36,46
51,59,20,24,31,36,37,47
50,58,20,23,31,35,36,45
46,56,19,22,28,34,32,47
33,45,14,18,20,27,22,30
31,42,13,18,19,25,21,34
31,40,13,16,18,24,20,31
32,47,14,18,19,28,22,32
32,42,14,18,20,25,22,31
31,40,13,16,18,24,21,32
30,40,13,16,18,24,20,28
27,42,12,17,16,25,18,29
33,45,14,18,20,27,22,33
35,48,15,19,21,29,24,36
37,50,15,19,22,30,25,42
36,51,15,19,22,31,25,38
28,48,12,17,17,29,19,38
29,40,12,16,17,24,20,29
33,48,14,19,20,29,23,36
33,45,14,18,20,27,23,33
32,47,13,16,19,28,22,34
36,51,15,19,22,31,25,39
39,50,16,21,23,30,27,40
37,50,16,19,22,30,25,38
38,50,15,19,23,30,26,44
39,53,16,20,23,32,27,43
34,47,14,18,20,28,24,35
30,40,12,16,18,24,21,30
28,42,12,16,17,25,19,27
27,37,12,15,16,22,18,29
26,40,11,15,15,24,18,33
25,37,10,16,15,22,18,27
24,35,10,14,14,21,17,26
24,32,10,14,15,19,17,26
23,30,10,14,14,18,16,24
23,33,10,13,14,20,16,25
22,32,10,14,13,19,15,23
22,35,10,13,14,21,16,30
23,33,10,14,14,20,16,26
23,37,10,14,14,22,16,30
23,33,10,15,14,20,16,24
23,38,10,14,14,23,16,27
23,37,10,13,14,22,16,27
22,33,9,14,13,20,15,26
21,30,9,13,13,18,15,22
22,37,10,13,13,22,15,27
22,35,9,13,13,21,16,25
23,35,10,14,14,21,16,28
23,33,10,14,14,20,16,27
23,33,10,14,14,20,16,28
23,37,10,14,14,22,15,25
20,35,9,13,12,21,15,28
21,35,9,13,13,21,15,30
20,30,9,12,12,18,14,29
21,33,9,14,13,20,14,24
22,32,10,14,14,19,16,23
20,35,9,14,12,21,14,25
15,25,7,10,9,15,10,16
22,33,10,15,13,20,14,25
30,43,14,18,18,26,20,30
26,40,12,16,16,24,18,27
27,40,12,18,16,24,18,29
22,33,10,14,14,20,15,25
21,40,10,16,13,24,14,29
16,25,8,12,10,15,11,17
15,25,7,11,9,15,10,20
14,22,6,11,8,13,9,18
16,38,8,15,10,23,12,28
28,66,13,27,17,40,19,46
25,61,12,26,15,37,17,44
22,58,10,26,13,35,16,43
18,54,8,24,11,33,12,36
13,42,6,19,8,25,9,29
6,17,3,9,4,10,4,14
10,40,5,18,6,24,7,29
7,18,3,8,4,11,6,13
8,18,4,8,5,11,6,15
10,20,4,9,6,12,7,16
10,18,5,9,6,11,7,17
12,20,6,9,7,12,8,16
16,25,7,11,10,15,11,17
22,33,10,15,13,20,15,24
24,37,11,15,14,22,16,24
28,40,12,17,17,24,19,30
31,42,13,17,18,25,21,31
35,47,15,19,21,28,24,36
36,48,16,19,22,29,24,40
34,47,15,20,20,28,22,36
33,45,15,18,20,27,22,31
33,47,14,18,20,28,22,34
35,48,15,20,21,29,23,34
37,47,16,20,22,28,24,34
39,50,16,21,24,30,26,35
39,50,17,20,23,30,26,37
41,51,17,20,24,31,27,38
39,51,16,20,24,31,26,41
37,47,16,19,22,28,25,35
41,51,17,21,25,31,28,40
42,53,18,21,25,32,29,42
41,50,17,21,24,30,27,35
43,51,18,22,26,31,29,39
42,50,18,21,25,30,28,43
43,53,18,21,26,32,29,43
44,54,18,23,26,33,30,40
51,63,21,26,31,38,37,50
60,71,24,27,36,43,46,56
40,66,17,27,24,40,29,53
17,32,7,11,10,19,12,21
22,37,10,13,13,22,16,26
37,53,15,21,22,32,27,42
40,53,16,20,24,32,28,42
33,48,14,19,20,29,24,38
20,38,8,14,12,23,15,30
15,25,6,10,9,15,11,19
14,28,6,10,9,17,11,24
12,22,6,9,7,13,9,16
12,30,5,10,7,18,9,21
12,27,6,10,7,16,10,22
10,17,4,7,6,10,7,14
10,22,5,8,6,13,8,21
7,18,3,6,4,11,6,15
5,10,2,5,3,6,5,15
3,8,1,3,2,5,4,11
4,13,2,5,3,8,4,13
4,12,2,4,2,7,4,12
2,10,1,3,1,6,3,11
1,5,0,2,1,3,2,8
1,7,0,2,0,4,2,7
1,5,0,2,0,3,2,8
1,5,0,3,1,3,1,7
1,8,0,4,1,5,2,11
1,13,0,2,1,8,2,13
1,7,1,3,1,4,2,7
2,8,1,4,1,5,3,11
2,10,1,3,1,6,2,16
3,8,2,4,2,5,4,21
3,7,1,3,2,4,3,8
2,7,1,3,1,4,2,7
1,10,0,4,0,6,1,7
1,7,0,2,0,4,1,9
1,3,0,2,0,2,1,7
1,5,0,2,1,3,1,6
1,10,1,3,1,6,2,15
2,7,1,3,1,4,2,7
3,8,1,3,2,5,3,9
3,8,2,4,2,5,4,9
3,8,2,3,2,5,3,10
3,5,1,3,2,3,3,9
3,12,2,4,2,7,3,10
3,12,2,4,2,7,3,8
3,7,2,3,2,4,3,8
4,8,2,5,2,5,3,10
7,15,3,7,4,9,6,16
8,15,4,7,5,9,7,16
11,22,5,9,6,13,9,18
7,18,4,7,4,11,6,17
27,48,12,20,16,29,20,36
14,20,7,10,8,12,11,18
11,20,5,8,7,12,8,16
8,15,4,7,5,9,6,13
10,32,5,12,6,19,8,23
14,43,7,18,9,26,10,30
17,63,8,26,10,38,12,47
15,61,7,26,9,37,10,44
9,50,4,21,6,30,7,35
6,45,3,18,3,27,5,30
5,30,2,11,3,18,4,24
9,28,4,14,6,17,7,18
9,23,4,10,6,14,7,15
7,17,3,8,4,10,5,14
5,15,2,8,3,9,4,11
3,15,1,5,2,9,3,12
2,7,1,3,1,4,2,7
3,8,1,4,2,5,2,13
4,8,2,4,2,5,3,8
4,8,2,4,2,5,3,8
4,10,2,5,2,6,3,10
3,8,2,4,2,5,2,6
4,10,2,4,2,6,3,10
4,8,2,4,2,5,3,9
4,8,2,4,2,5,3,8
6,12,3,6,4,7,5,8
9,18,4,8,5,11,7,15
9,17,4,6,5,10,6,12
9,18,4,7,6,11,6,15
8,13,4,6,5,8,6,12
10,15,5,7,6,9,7,14
9,17,5,7,6,10,7,15
8,18,4,7,5,11,6,13
7,15,4,6,4,9,6,14
8,13,4,6,5,8,6,11
10,20,5,8,6,12,7,13
12,18,6,10,7,11,8,15
13,20,6,9,8,12,9,15
11,22,6,9,7,13,8,18
12,20,6,10,7,12,8,14
12,20,6,9,8,12,9,16
9,18,4,8,6,11,7,13
6,12,3,6,4,7,5,10
6,13,3,6,4,8,5,12
9,18,4,8,5,11,7,15
14,23,7,10,9,14,11,19
19,35,9,13,11,21,14,27
32,47,15,19,19,28,22,38
36,48,16,19,21,29,24,39
41,51,18,21,25,31,28,43
43,53,19,21,26,32,29,41
36,48,17,20,22,29,25,36
33,43,16,19,20,26,22,33
33,45,16,19,20,27,22,32
34,47,16,20,20,28,23,32
33,47,16,19,20,28,22,34
31,45,15,20,19,27,21,28
29,42,14,18,18,25,20,32
28,38,14,17,16,23,19,28
25,33,12,16,15,20,17,27
21,32,11,14,13,19,15,22
17,25,8,11,10,15,12,24
14,23,7,10,9,14,10,20
15,23,7,11,9,14,11,20
14,22,7,10,8,13,10,18
12,18,6,9,7,11,9,18
8,22,4,8,5,13,6,15
4,12,2,5,2,7,4,12
2,7,1,2,1,4,2,11
1,5,0,2,0,3,1,7
1,8,0,3,1,5,2,9
1,5,0,3,1,3,2,6
2,7,1,2,1,4,2,8
2,7,1,3,1,4,2,9
1,5,0,2,1,3,2,6
1,3,0,2,1,2,2,12
1,5,0,2,1,3,2,8
1,7,1,3,1,4,2,7
1,8,1,2,1,5,2,7
1,8,0,3,1,5,2,6
2,7,1,3,1,4,3,11
2,13,1,4,1,8,3,16
1,7,1,3,1,4,2,10
1,3,0,2,0,2,1,7
1,3,0,2,0,2,1,5
1,5,0,2,0,3,2,6
1,5,0,2,1,3,2,10
2,7,1,3,1,4,2,6
4,8,2,4,2,5,3,9
6,13,3,5,3,8,5,12
5,13,2,5,3,8,4,11
5,12,3,6,3,7,5,12
7,13,3,6,4,8,6,14
6,18,3,8,4,11,5,13
4,8,2,4,3,5,4,9
5,10,2,5,3,6,4,9
6,10,3,6,4,6,5,12
7,13,3,6,4,8,6,18
8,15,4,7,5,9,6,12
11,20,5,10,7,12,8,17
18,51,9,21,11,31,12,38
20,48,10,21,12,29,13,32
18,51,9,23,11,31,12,38
19,65,10,28,12,39,13,47
23,51,11,22,14,31,16,34
27,54,13,23,16,33,18,38
34,63,16,27,20,38,23,48
35,73,16,30,21,44,24,55
35,71,16,28,21,43,23,53
41,81,18,32,25,49,28,61
41,73,18,28,25,44,28,55
42,80,18,28,25,48,29,63
38,70,17,26,23,42,26,52
44,104,19,37,26,62,31,81
43,83,19,31,26,50,30,68
34,63,16,24,21,38,24,50
30,51,14,21,18,31,20,43
30,47,14,19,18,28,20,33
28,38,14,17,17,23,19,27
27,43,14,18,16,26,18,33
26,35,13,16,15,21,17,25
23,33,12,15,14,20,16,24
25,35,13,16,15,21,16,26
25,33,13,16,15,20,16,29
25,35,13,17,15,21,16,24
24,32,12,15,15,19,16,23
22,30,11,15,13,18,14,22
18,32,9,14,11,19,12,19
18,25,9,12,11,15,12,19
17,25,8,11,10,15,11,16
15,27,7,11,9,16,10,17
12,20,6,9,7,12,8,14
13,23,7,10,8,14,9,16
13,22,6,11,8,13,9,17
7,12,4,6,4,7,6,11
8,20,4,7,5,12,7,25
8,13,4,6,5,8,6,11
11,23,5,9,6,14,8,23
11,22,5,8,6,13,8,17
12,20,6,10,7,12,9,16
12,22,6,9,7,13,9,20
6,18,3,4,4,11,5,19
4,8,2,4,2,5,4,11
3,8,2,4,2,5,3,9
6,13,3,5,3,8,4,10
5,10,2,5,3,6,4,10
4,8,2,4,2,5,4,10
3,8,2,4,2,5,3,8
3,7,2,3,2,4,3,10
3,7,1,3,2,4,3,8
2,12,1,3,1,7,2,12
2,7,1,3,1,4,2,10
1,5,0,2,1,3,2,10
1,10,0,2,1,6,2,8
3,7,1,3,2,4,3,10
2,7,1,4,1,4,3,11
1,5,0,3,1,3,2,6
9,20,4,9,5,12,7,19
15,25,7,11,9,15,10,22
17,25,9,12,10,15,12,19
17,30,9,12,10,18,12,19
14,30,7,10,8,18,10,20
12,22,6,9,7,13,9,22
12,22,6,9,7,13,8,18
11,22,6,9,7,13,9,19
13,25,7,11,8,15,10,18
16,27,8,12,10,16,11,21
19,27,10,12,12,16,13,20
21,30,10,14,12,18,14,24
22,33,11,15,13,20,15,25
21,30,10,14,13,18,14,24
20,28,10,13,12,17,14,20
20,28,10,13,12,17,13,22
19,27,9,13,11,16,12,19
19,27,9,12,11,16,13,21
20,30,10,13,12,18,13,23
22,32,11,14,13,19,15,24
20,30,10,14,12,18,13,24
19,28,10,13,11,17,13,21
20,28,10,14,12,17,13,23
21,32,10,14,13,19,14,22
25,37,12,17,15,22,17,26
32,43,15,19,19,26,22,29
37,48,17,20,22,29,24,34
37,50,17,21,22,30,26,39
34,47,16,20,20,28,23,33
33,47,16,19,20,28,23,34
33,45,16,20,20,27,23,33
33,47,16,19,20,28,22,34
31,43,15,19,18,26,20,30
28,38,14,17,17,23,19,30
27,40,13,17,16,24,18,27
26,38,13,17,16,23,18,28
27,38,13,18,16,23,19,29
28,38,14,18,17,23,20,28
26,38,13,16,16,23,18,27
27,42,14,19,16,25,18,28
31,47,15,19,18,28,21,31
28,38,14,18,17,23,19,29
25,33,13,16,15,20,16,25
28,40,14,19,17,24,19,31
29,40,15,18,17,24,19,32
27,37,14,17,16,22,18,28
26,35,13,17,16,21,17,24
24,33,13,16,15,20,16,24
24,35,13,16,15,21,16,25
26,35,13,16,15,21,17,25
26,37,14,17,16,22,17,25
25,35,13,16,15,21,17,30
27,38,14,17,16,23,18,27
28,42,14,18,17,25,18,27
27,38,14,18,16,23,18,27
25,33,13,17,15,20,16,23
24,35,12,15,14,21,16,25
23,37,12,15,14,22,15,30
35,48,16,21,21,29,23,34
39,47,18,21,24,28,26,35
41,48,18,22,24,29,27,39
37,50,17,20,22,30,24,35
22,38,11,18,13,23,15,27
8,13,4,7,5,8,6,11
9,32,4,10,6,19,7,25
8,20,4,9,5,12,6,21
12,22,6,9,7,13,9,16
7,22,3,8,4,13,5,23
3,8,2,4,2,5,3,7
4,12,2,5,2,7,4,11
11,18,6,9,7,11,8,17
19,40,9,17,11,24,14,27
33,47,15,19,20,28,22,37
39,50,18,21,23,30,27,39
43,53,19,22,26,32,29,39
45,56,20,24,27,34,32,48
42,51,18,22,25,31,29,44
35,48,16,19,21,29,24,35
30,45,14,17,18,27,22,36
16,33,8,15,10,20,12,24
8,13,4,7,5,8,6,13
5,20,2,7,3,12,5,13
4,15,2,5,2,9,4,13
2,7,1,3,2,4,3,8
2,13,1,6,1,8,3,15
2,7,1,3,1,4,3,10
2,12,1,2,1,7,2,8
2,7,1,3,1,4,2,9
1,7,0,2,1,4,2,7
1,5,0,3,1,3,2,9
2,7,1,2,1,4,3,14
2,10,1,3,1,6,2,10
3,13,1,5,2,8,4,16
3,8,1,3,2,5,3,11
1,8,0,2,1,5,2,10
1,5,0,2,0,3,1,8
2,8,1,4,1,5,2,9
3,8,1,3,2,5,3,11
4,12,2,4,3,7,4,11
8,17,4,8,5,10,6,17
11,20,5,9,6,12,8,15
13,20,6,10,8,12,10,18
16,25,8,11,10,15,12,25
18,27,9,11,11,16,14,23
20,30,10,13,12,18,14,22
19,30,9,13,11,18,13,23
16,27,8,10,10,16,12,20
13,22,6,9,8,13,9,17
11,18,5,8,7,11,8,18
9,20,4,9,6,12,8,15
8,15,4,7,5,9,7,14
8,17,4,7,5,10,6,12
10,18,5,7,6,11,8,17
9,18,4,8,6,11,7,16
14,23,6,10,8,14,10,22
13,22,6,9,8,13,11,23
18,30,8,13,11,18,13,22
23,35,11,14,14,21,17,28
21,33,10,15,12,20,15,25
21,30,10,13,13,18,15,25
23,32,11,14,14,19,16,24
22,33,11,14,13,20,15,24
20,27,10,13,12,16,13,25
20,30,10,13,12,18,14,23
20,32,10,14,12,19,14,26
21,30,10,14,13,18,14,23
31,54,15,23,19,33,21,41
31,48,15,22,18,29,21,32
35,68,16,29,21,41,24,50
37,65,17,28,22,39,25,48
36,51,17,24,21,31,23,35
31,47,15,20,18,28,20,30
29,40,14,19,17,24,19,27
29,40,14,19,17,24,19,32
28,37,14,18,17,22,18,26
29,42,14,18,17,25,19,30
30,43,15,19,18,26,19,31
27,35,13,17,16,21,18,25
25,33,12,15,15,20,16,23
27,35,13,18,16,21,18,26
27,38,14,17,16,23,18,29
26,37,13,18,16,22,17,28
28,42,14,18,17,25,18,30
30,42,15,18,18,25,20,32
32,43,15,18,19,26,21,29
32,45,16,19,19,27,21,31
38,48,17,21,23,29,25,36
43,50,19,22,26,30,29,41
37,50,17,22,22,30,25,36
23,32,12,15,14,19,16,24
22,35,11,14,13,21,15,25
18,27,9,13,11,16,13,20
15,25,7,10,9,15,11,23
11,20,6,9,7,12,8,15
9,15,4,7,5,9,6,12
7,15,4,6,4,9,6,13
8,17,4,7,5,10,6,13
8,15,4,6,5,9,6,12
6,15,3,6,4,9,5,13
6,12,3,5,4,7,5,11
7,12,3,6,4,7,5,14
8,20,4,6,5,12,6,17
8,18,4,7,5,11,6,13
11,20,5,9,6,12,8,17
13,23,6,8,8,14,10,20
14,25,7,10,9,15,10,19
13,18,6,9,8,11,10,17
13,20,6,8,8,12,10,18
16,27,7,11,10,16,12,23
16,32,7,11,9,19,12,25
12,22,6,8,7,13,9,19
11,23,5,9,6,14,9,22
8,20,3,7,5,12,6,16
6,15,3,6,4,9,5,12
7,12,3,6,4,7,6,13
5,12,2,4,3,7,5,14
5,13,2,4,3,8,5,20
7,15,3,7,4,9,7,17
18,42,8,19,11,25,13,33
42,51,18,21,25,31,28,38
41,51,18,22,24,31,27,37
49,59,20,24,30,36,34,47
39,51,17,21,23,31,26,36
38,51,17,21,23,31,26,37
41,56,18,21,25,34,27,44
40,54,18,22,24,33,26,39
42,50,18,21,25,30,27,36
37,45,17,20,22,27,24,38
31,45,14,19,19,27,20,31
43,53,18,23,26,32,29,43
38,51,17,21,23,31,25,37
36,48,16,21,22,29,24,35
34,42,15,19,20,25,22,30
32,45,14,19,19,27,21,32
31,40,14,17,19,24,21,29
31,45,14,20,18,27,21,34
21,33,10,13,12,20,15,24
17,23,8,11,10,14,12,19
16,25,8,11,10,15,11,19
16,23,8,10,10,14,11,19
15,25,7,11,9,15,10,20
33,51,15,21,20,31,23,40
45,56,19,22,27,34,30,45
51,59,21,25,31,36,36,53
52,61,22,25,32,37,37,53
55,65,23,26,34,39,40,49
56,65,23,26,34,39,41,51
56,66,23,28,34,40,41,51
58,66,24,27,35,40,44,56
58,66,24,27,35,40,43,53
55,66,23,26,33,40,40,50
64,104,26,42,39,62,49,77
87,115,35,45,52,65,67,78
77,86,31,35,46,52,60,73
69,76,28,31,42,46,53,64
76,88,30,34,46,53,59,71
68,76,28,31,41,46,52,60
68,76,28,31,41,46,52,61
64,71,26,30,39,43,48,56
62,70,26,29,38,42,46,56
55,68,23,29,33,41,40,54
42,51,18,21,25,31,29,41
56,73,23,30,34,44,40,55
52,70,22,30,31,42,37,55
50,70,21,30,30,42,34,53
54,83,23,38,33,50,38,64
50,75,22,32,30,45,35,56
48,61,21,27,29,37,33,48
48,63,21,27,29,38,33,46
48,59,20,25,29,36,33,43
60,225,24,50,36,98,44,121
75,304,29,67,46,125,56,149
47,61,20,26,28,37,32,47
43,53,19,23,26,32,28,37
41,51,18,21,24,31,27,37
42,53,18,22,25,32,27,38
114,534,49,309,65,424,73,461
59,149,25,57,36,75,43,82
52,68,22,28,32,41,38,54
49,56,21,23,30,34,34,44
46,54,21,23,28,33,31,45
47,54,21,24,28,33,32,47
49,56,21,25,29,34,34,45
49,58,22,24,30,35,34,45
48,59,21,24,29,36,32,47
49,61,21,26,30,37,34,47
49,58,21,25,29,35,33,44
48,61,21,26,29,37,33,46
47,59,21,25,28,36,31,45
47,58,21,24,28,35,32,43
43,53,19,22,26,32,28,41
38,48,17,21,23,29,25,35
30,42,14,18,18,25,19,28
25,35,12,15,15,21,16,26
20,32,10,13,12,19,13,20
18,28,8,11,11,17,12,20
16,23,8,12,10,14,11,18
18,28,8,12,11,17,12,20
15,23,7,10,9,14,11,22
10,18,5,7,6,11,8,14
12,22,6,11,7,13,9,19
10,22,5,8,6,13,8,17
9,20,4,7,6,12,7,18
10,22,5,7,6,13,8,15
13,23,6,9,8,14,9,19
11,17,5,7,7,10,9,20
12,23,6,9,8,14,10,19
14,22,6,9,8,13,10,21
11,20,5,8,6,12,9,16
11,20,5,8,6,12,9,16
10,18,4,7,6,11,8,18
8,15,4,6,5,9,6,11
7,13,3,6,4,8,6,12
8,18,3,7,4,11,6,16
7,13,3,6,4,8,6,12
7,13,3,6,4,8,6,12
5,15,2,6,3,9,5,17
4,13,2,4,3,8,4,10
4,10,2,4,2,6,3,10
4,10,2,3,2,6,3,13
4,13,2,5,2,8,4,14
3,10,1,4,2,6,3,11
2,7,1,2,1,4,2,9
1,7,0,3,1,4,2,8
1,12,0,4,1,7,2,8
3,12,1,5,2,7,3,11
4,10,2,4,2,6,4,11
3,10,1,4,2,6,3,10
1,10,0,4,1,6,2,10
1,5,0,3,0,3,1,8
1,5,0,2,0,3,1,8
1,7,0,2,0,4,1,9
2,12,1,3,1,7,2,12
4,10,2,6,2,6,4,9
6,13,3,6,3,8,4,12
9,17,4,8,6,10,7,16
7,17,3,6,4,10,6,14
7,17,3,6,4,10,5,12
3,8,1,4,2,5,3,10
3,10,1,4,2,6,3,10
3,15,1,4,2,9,3,11
4,8,2,4,2,5,3,11
5,10,2,5,3,6,4,11
4,8,2,4,2,5,3,9
7,18,3,9,4,11,5,14
5,23,2,11,3,14,4,18
9,45,4,19,6,27,7,27
13,48,7,21,8,29,9,32
8,33,4,13,5,20,6,23
10,28,5,13,6,17,7,19
8,18,4,9,5,11,6,15
8,15,4,8,5,9,6,14
10,18,5,9,6,11,7,16
8,17,4,7,5,10,6,14
9,22,4,9,5,13,6,14
10,17,5,8,6,10,7,14
10,15,5,8,6,9,7,17
11,18,5,9,6,11,8,16
12,20,6,9,7,12,8,17
13,18,6,9,8,11,9,13
14,20,7,10,8,12,9,16
15,27,7,10,9,16,10,18
16,27,8,11,10,16,11,19
18,27,9,12,11,16,12,19
17,27,8,12,10,16,11,22
16,27,8,12,10,16,11,19
13,23,6,9,8,14,9,22
10,15,5,8,6,9,7,14
11,15,5,9,6,9,7,13
8,13,4,8,5,8,6,13
7,13,3,7,4,8,5,11
7,13,4,6,4,8,5,11
6,15,3,6,3,9,4,14
5,12,2,5,3,7,4,11
3,8,2,4,2,5,3,7
3,7,2,4,2,4,3,11
3,5,1,3,2,3,3,11
2,8,1,3,1,5,2,7
1,5,0,2,1,3,1,6
3,13,1,5,2,8,3,8
4,8,2,4,2,5,4,8
2,8,1,3,1,5,2,8
2,10,1,4,1,6,2,7
4,12,2,4,2,7,3,10
5,13,2,6,3,8,4,11
5,8,2,4,3,5,4,10
5,12,3,6,3,7,4,13
5,12,2,5,3,7,4,10
6,12,3,6,4,7,5,11
8,18,4,7,5,11,7,16
6,12,3,5,4,7,5,12
4,17,2,6,3,10,3,16
3,7,2,3,2,4,3,7
5,13,2,6,3,8,5,16
7,17,3,6,4,10,6,16
5,8,2,5,3,5,4,9
6,12,3,6,4,7,5,11
7,15,3,6,4,9,6,11
7,18,3,6,4,11,5,14
7,13,3,6,4,8,6,14
8,15,4,6,5,9,6,13
11,23,5,9,7,14,9,21
8,17,3,6,4,10,6,14
6,13,3,5,4,8,5,15
7,13,3,6,4,8,6,15
7,12,4,6,4,7,5,11
7,15,3,7,4,9,6,11
6,12,3,5,3,7,5,15
5,10,2,5,3,6,4,10
4,12,2,4,2,7,3,8
4,12,2,4,2,7,3,11
3,10,2,3,2,6,3,8
3,8,1,4,2,5,3,8
4,13,2,4,2,8,3,11
3,8,1,3,2,5,2,7
3,15,1,5,2,9,3,13
3,12,1,4,2,7,3,19
4,12,2,4,2,7,3,10
3,10,1,3,2,6,3,8
3,8,1,4,2,5,3,8
7,13,3,6,4,8,6,14
11,23,5,9,7,14,9,19
13,25,6,9,8,15,10,27
16,28,8,10,10,17,13,30
18,27,8,11,11,16,13,23
18,28,8,11,10,17,14,23
17,30,8,11,10,18,13,26
23,35,10,14,14,21,18,29
22,35,10,14,13,21,17,30
21,32,9,13,12,19,15,25
22,42,10,15,13,25,15,27
28,43,12,17,17,26,21,42
25,38,11,16,15,23,18,31
24,37,11,15,14,22,18,29
18,32,8,12,11,19,13,25
15,23,7,11,9,14,12,22
11,18,5,9,7,11,8,17
9,18,4,9,5,11,7,15
7,15,4,8,4,9,6,13
9,15,4,7,5,9,7,14
9,15,4,7,5,9,7,15
11,23,5,10,7,14,8,16
19,48,9,22,11,29,13,31
24,37,12,19,14,22,16,24
23,53,11,22,14,32,15,38
25,47,12,20,15,28,17,34
16,32,8,15,10,19,10,21
17,32,8,14,10,19,12,25
14,28,7,13,8,17,10,19
13,23,6,10,8,14,9,18
12,22,6,10,7,13,9,17
12,20,6,9,7,12,9,14
14,22,7,10,9,13,10,18
15,23,8,11,9,14,10,18
18,25,9,12,10,15,12,18
22,32,11,15,13,19,14,22
28,40,14,18,17,24,18,27
30,42,15,19,18,25,20,30
30,45,15,19,18,27,20,28
22,32,10,15,13,19,14,23
32,47,15,19,19,28,20,32
38,48,17,20,23,29,25,37
47,59,20,24,28,36,33,46
55,65,23,26,33,39,40,50
55,66,23,27,34,40,40,50
51,63,22,26,31,38,36,44
35,51,16,21,21,31,23,39
18,30,8,13,11,18,12,21
15,22,7,10,9,13,10,15
15,23,7,9,9,14,10,20
14,22,7,9,8,13,9,17
14,23,7,9,8,14,10,17
11,20,5,8,7,12,8,12
11,17,5,8,6,10,8,13
11,17,5,8,7,10,8,15
13,20,6,9,8,12,9,16
12,20,6,9,8,12,9,20
13,22,6,9,8,13,10,17
14,27,6,9,8,16,10,19
17,32,8,11,10,19,12,21
19,35,9,13,12,21,14,39
22,35,10,13,13,21,15,27
22,32,10,14,13,19,16,27
26,40,11,15,16,24,18,29
28,40,12,16,17,24,20,30
31,42,13,18,19,25,22,34
31,48,14,18,19,29,22,35
29,45,13,18,17,27,20,31
28,40,12,16,17,24,20,30
29,42,13,16,17,25,20,32
31,42,13,18,19,25,22,32
32,43,14,18,19,26,22,37
33,48,14,19,20,29,23,35
52,63,21,25,31,38,39,55
45,54,18,21,27,33,33,44
29,45,13,18,17,27,21,33
22,30,10,13,13,18,16,24
21,33,9,13,13,20,16,27
22,33,10,14,13,20,16,28
21,32,9,12,13,19,16,24
19,28,8,11,12,17,15,23
21,32,9,13,13,19,16,31
27,38,12,15,16,23,21,33
31,48,12,16,18,29,24,40
31,47,12,15,18,28,24,37
24,35,10,14,14,21,17,31
29,47,12,17,17,28,22,37
27,38,11,15,16,23,20,32
28,45,12,17,17,27,21,35
28,40,11,15,16,24,20,30
21,30,9,11,12,18,15,25
21,38,8,14,12,23,16,30
19,32,8,12,12,19,14,30
18,30,8,11,11,18,15,26
27,51,11,17,16,31,21,47
25,43,10,14,15,26,20,38
17,32,7,12,10,19,13,25
16,25,7,11,10,15,12,23
17,30,7,10,10,18,13,27
18,27,8,12,11,16,14,27
